RunAccession,SampleAccession,DatasetAccession,LibraryStrategy,DatasetReadable,PairedEnd,Source,Endedness
ERR4319927,ERS4805133,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319930,ERS4805134,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319936,ERS4805135,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319933,ERS4805136,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319918,ERS4805137,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319915,ERS4805138,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319912,ERS4805139,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319921,ERS4805140,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319924,ERS4805141,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319928,ERS4805142,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319931,ERS4805143,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319937,ERS4805144,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319934,ERS4805145,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319919,ERS4805146,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319916,ERS4805147,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319913,ERS4805148,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319922,ERS4805149,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319925,ERS4805150,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319929,ERS4805151,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319932,ERS4805152,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319938,ERS4805153,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319935,ERS4805154,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319920,ERS4805155,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319917,ERS4805156,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319914,ERS4805157,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319923,ERS4805158,ERP122753,rRNA,ERP122753,True,SRA,
ERR4319926,ERS4805159,ERP122753,rRNA,ERP122753,True,SRA,
SRR2968323,SRS1185350,SRP066848,PolyA,SRP066848,True,SRA,
SRR2968324,SRS1185349,SRP066848,PolyA,SRP066848,True,SRA,
SRR2968325,SRS1185351,SRP066848,PolyA,SRP066848,True,SRA,
SRR2968326,SRS1185348,SRP066848,PolyA,SRP066848,True,SRA,
SRR2968327,SRS1185347,SRP066848,PolyA,SRP066848,True,SRA,
SRR2968328,SRS1185346,SRP066848,PolyA,SRP066848,True,SRA,
SRR3161757,SRS1322707,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161758,SRS1322706,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161759,SRS1322704,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161760,SRS1322705,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161761,SRS1322703,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161762,SRS1322702,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161763,SRS1322700,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161764,SRS1322701,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161765,SRS1322699,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161766,SRS1322698,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161767,SRS1322696,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161768,SRS1322697,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161769,SRS1322695,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161770,SRS1322693,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161771,SRS1322694,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161772,SRS1322692,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161773,SRS1322691,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161774,SRS1322690,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161775,SRS1322689,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161776,SRS1322688,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161777,SRS1322686,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161778,SRS1322687,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161779,SRS1322685,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161780,SRS1322684,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161781,SRS1322682,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161782,SRS1322681,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161783,SRS1322683,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161784,SRS1322680,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161785,SRS1322679,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161786,SRS1322678,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161787,SRS1322677,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161788,SRS1322676,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161789,SRS1322674,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161790,SRS1322673,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161791,SRS1322672,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161792,SRS1322671,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161793,SRS1322670,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161794,SRS1322675,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161795,SRS1322669,SRP069883,PolyA,SRP069883,True,SRA,
SRR3161796,SRS1322668,SRP069883,PolyA,SRP069883,True,SRA,
SRR5812564,SRS2343053,SRP111368,PolyA,SRP111368,True,SRA,
SRR5812565,SRS2343052,SRP111368,PolyA,SRP111368,True,SRA,
SRR5812566,SRS2343054,SRP111368,PolyA,SRP111368,True,SRA,
SRR5812567,SRS2343055,SRP111368,PolyA,SRP111368,True,SRA,
SRR5812568,SRS2343056,SRP111368,PolyA,SRP111368,True,SRA,
SRR5812569,SRS2343057,SRP111368,PolyA,SRP111368,True,SRA,
SRR5812570,SRS2343058,SRP111368,PolyA,SRP111368,True,SRA,
SRR5812571,SRS2343058,SRP111368,PolyA,SRP111368,True,SRA,
SRR5812572,SRS2343059,SRP111368,PolyA,SRP111368,True,SRA,
SRR5812573,SRS2343059,SRP111368,PolyA,SRP111368,True,SRA,
SRR5812574,SRS2343060,SRP111368,PolyA,SRP111368,True,SRA,
SRR5812575,SRS2343060,SRP111368,PolyA,SRP111368,True,SRA,
SRR5812576,SRS2343061,SRP111368,PolyA,SRP111368,True,SRA,
SRR5812577,SRS2343061,SRP111368,PolyA,SRP111368,True,SRA,
SRR5812578,SRS2343062,SRP111368,PolyA,SRP111368,True,SRA,
SRR5812579,SRS2343062,SRP111368,PolyA,SRP111368,True,SRA,
SRR5812580,SRS2343063,SRP111368,PolyA,SRP111368,True,SRA,
SRR5812581,SRS2343063,SRP111368,PolyA,SRP111368,True,SRA,
SRR7779168,SRS3734914,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779169,SRS3734915,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779170,SRS3734916,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779171,SRS3734917,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779172,SRS3734918,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779173,SRS3734919,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779174,SRS3734920,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779175,SRS3734925,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779176,SRS3734921,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779177,SRS3734922,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779178,SRS3734923,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779179,SRS3734924,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779180,SRS3734926,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779181,SRS3734927,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779182,SRS3734928,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779183,SRS3734929,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779184,SRS3734930,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779185,SRS3734948,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779186,SRS3734931,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779187,SRS3734932,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779188,SRS3734933,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779189,SRS3734934,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779190,SRS3734935,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779191,SRS3734936,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779192,SRS3734937,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779193,SRS3734938,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779194,SRS3734939,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779195,SRS3734940,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779196,SRS3734941,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779197,SRS3734942,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779198,SRS3734943,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779199,SRS3734949,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779200,SRS3734944,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779201,SRS3734945,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779202,SRS3734946,SRP159459,PolyA,SRP159459,True,SRA,
SRR7779203,SRS3734947,SRP159459,PolyA,SRP159459,True,SRA,
SRR10572664,SRS5751706,SRP234382,rRNA,SRP234382,True,SRA,
SRR10572663,SRS5751707,SRP234382,rRNA,SRP234382,True,SRA,
SRR10572662,SRS5751708,SRP234382,rRNA,SRP234382,True,SRA,
SRR10572661,SRS5751709,SRP234382,rRNA,SRP234382,True,SRA,
SRR10572660,SRS5751710,SRP234382,rRNA,SRP234382,True,SRA,
SRR10572659,SRS5751711,SRP234382,rRNA,SRP234382,True,SRA,
SRR10572658,SRS5751712,SRP234382,rRNA,SRP234382,True,SRA,
SRR10572657,SRS5751713,SRP234382,rRNA,SRP234382,True,SRA,
SRR10995631,SRS6086035,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995632,SRS6086035,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995633,SRS6086035,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995634,SRS6086035,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995635,SRS6086037,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995636,SRS6086037,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995637,SRS6086037,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995638,SRS6086037,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995639,SRS6086036,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995640,SRS6086036,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995641,SRS6086036,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995642,SRS6086036,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995643,SRS6086038,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995644,SRS6086038,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995645,SRS6086038,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995646,SRS6086038,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995647,SRS6086039,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995648,SRS6086039,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995649,SRS6086039,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995650,SRS6086039,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995651,SRS6086040,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995652,SRS6086040,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995653,SRS6086040,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995654,SRS6086040,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995655,SRS6086041,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995656,SRS6086041,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995657,SRS6086041,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995658,SRS6086041,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995659,SRS6086042,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995660,SRS6086042,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995661,SRS6086042,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995662,SRS6086042,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995663,SRS6086043,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995664,SRS6086043,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995665,SRS6086043,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995666,SRS6086043,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995667,SRS6086044,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995668,SRS6086044,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995669,SRS6086044,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995670,SRS6086044,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995671,SRS6086045,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995672,SRS6086045,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995673,SRS6086045,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995674,SRS6086045,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995675,SRS6086046,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995676,SRS6086046,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995677,SRS6086046,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995678,SRS6086046,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995679,SRS6086047,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995680,SRS6086047,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995681,SRS6086047,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995682,SRS6086047,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995683,SRS6086048,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995684,SRS6086048,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995685,SRS6086048,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995686,SRS6086048,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995687,SRS6086049,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995688,SRS6086049,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995689,SRS6086049,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995690,SRS6086049,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995691,SRS6086050,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995692,SRS6086050,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995693,SRS6086050,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995694,SRS6086050,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995695,SRS6086051,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995696,SRS6086051,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995697,SRS6086051,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995698,SRS6086051,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995699,SRS6086052,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995700,SRS6086052,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995701,SRS6086052,SRP246348,PolyA,SRP246348,True,SRA,
SRR10995702,SRS6086052,SRP246348,PolyA,SRP246348,True,SRA,
SRR14860925,SRS9236356,SRP324587,PolyA,SRP324587,True,SRA,
SRR14860939,SRS9236356,SRP324587,PolyA,SRP324587,True,SRA,
SRR14860940,SRS9236356,SRP324587,PolyA,SRP324587,True,SRA,
SRR14860926,SRS9236360,SRP324587,PolyA,SRP324587,True,SRA,
SRR14860927,SRS9236360,SRP324587,PolyA,SRP324587,True,SRA,
SRR14860928,SRS9236360,SRP324587,PolyA,SRP324587,True,SRA,
SRR14860933,SRS9236358,SRP324587,PolyA,SRP324587,True,SRA,
SRR14860934,SRS9236358,SRP324587,PolyA,SRP324587,True,SRA,
SRR14860935,SRS9236358,SRP324587,PolyA,SRP324587,True,SRA,
SRR14860936,SRS9236357,SRP324587,PolyA,SRP324587,True,SRA,
SRR14860937,SRS9236357,SRP324587,PolyA,SRP324587,True,SRA,
SRR14860938,SRS9236357,SRP324587,PolyA,SRP324587,True,SRA,
SRR14860941,SRS9236355,SRP324587,PolyA,SRP324587,True,SRA,
SRR14860942,SRS9236355,SRP324587,PolyA,SRP324587,True,SRA,
SRR14860932,SRS9236355,SRP324587,PolyA,SRP324587,True,SRA,
SRR14860929,SRS9236359,SRP324587,PolyA,SRP324587,True,SRA,
SRR14860930,SRS9236359,SRP324587,PolyA,SRP324587,True,SRA,
SRR14860931,SRS9236359,SRP324587,PolyA,SRP324587,True,SRA,
INH010101,INH010100,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010102,INH010100,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010103,INH010100,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010104,INH010100,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010201,INH010200,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010202,INH010200,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010203,INH010200,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010204,INH010200,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010301,INH010300,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010302,INH010300,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010303,INH010300,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010304,INH010300,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010402,INH010400,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010403,INH010400,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010404,INH010400,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010501,INH010500,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010502,INH010500,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010503,INH010500,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010504,INH010500,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010601,INH010600,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010602,INH010600,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010603,INH010600,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010604,INH010600,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010701,INH010700,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010702,INH010700,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010703,INH010700,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010704,INH010700,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010801,INH010800,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010802,INH010800,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010803,INH010800,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010804,INH010800,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010901,INH010900,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010902,INH010900,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010903,INH010900,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH010904,INH010900,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH011001,INH011000,INH010000,rRNA,INH01_Papez,True,In-House,Paired
INH011002,INH011000,INH010000,rRNA,INH01_Papez,True,In-House,Paired
